batch_id,time,penicillin,pred_ridge,pred_rf,pred_xgb,error_ridge,error_rf,error_xgb,anomaly_ridge,anomaly_rf,anomaly_xgb,anomaly_consensus
1,0.2,1.0178e-25,0.13453318464044273,0.0007272499524898699,-0.021860229,0.13453318464044273,0.0007272499524898699,0.02186022885143757,False,False,False,False
1,0.4,0.001,0.3090936880211501,0.03991947089772255,0.005023453,0.3080936880211501,0.03891947089772255,0.004023452918976545,False,False,False,False
1,0.6,0.00099934,0.35959559821724874,0.000995722021331323,0.0012810763,0.3585962582172487,3.6179786686769445e-06,0.000281736343730092,False,False,False,False
1,0.8,0.00099874,0.4137463021084926,0.0009975921127302035,0.0019377343,0.4127475621084926,1.1478872697964337e-06,0.0009389943123778702,False,False,False,False
1,1.0,0.00099821,0.4609813856692391,0.000997494651252188,0.0019377343,0.4599831756692391,7.153487478119697e-07,0.0009395243123778701,False,False,False,False
1,1.2,0.00099771,0.48205630175766423,0.0009973255413917332,0.0019377343,0.48105859175766424,3.8445860826678835e-07,0.0009400243123778701,False,False,False,False
1,1.4,0.00099722,0.4894179367151441,0.006812242344072022,0.001815294,0.4884207167151441,0.005815022344072022,0.000818074031985104,False,False,False,False
1,1.6,0.00099674,0.4892022554760551,0.0009966640834918573,0.001815294,0.4882055154760551,7.59165081428044e-08,0.000818554031985104,False,False,False,False
1,1.8,0.00099627,0.4864779252426157,0.0009962207798986183,0.00379582,0.48548165524261566,4.9220101381794445e-08,0.002799550055529475,False,False,False,False
1,2.0,0.0009958,0.4789965948215986,0.000995831843826245,0.0039595137,0.47800079482159863,3.1843826244935466e-08,0.0029637137350261213,False,False,False,False
1,2.2,0.0009953,0.16332027301649,0.0009952889166104228,0.0038323356,0.16232497301649,1.1083389577209307e-08,0.0028370355838656424,False,False,False,False
1,2.4,0.00099477,0.36470477485453756,0.0009949308476848249,0.0038323356,0.3637100048545376,1.6084768482481186e-07,0.0028375655838656427,False,False,False,False
1,2.6,0.00099421,0.3649809518338962,0.0009942385987412922,0.0038323356,0.36398674183389623,2.8598741292230195e-08,0.002838125583865643,False,False,False,False
1,2.8,0.00099363,0.35661352707710137,0.0009938070775705854,0.0028519141,0.35561989707710134,1.7707757058544812e-07,0.0018582841487777234,False,False,False,False
1,3.0,0.00099306,0.36510011784359087,0.0009934893545723085,0.001335255,0.3641070578435909,4.2935457230850425e-07,0.00034219498677045103,False,False,False,False
1,3.2,0.00099251,0.38630256889297954,0.0010226574326552633,0.0005697245,0.38531005889297953,3.0147432655263295e-05,0.00042278552217245107,False,False,False,False
1,3.4,0.00099198,0.40584739581635354,0.0011524777063040778,0.008862104,0.40485541581635354,0.00016049770630407784,0.007870124266881943,False,False,False,False
1,3.6,0.00099147,0.41227011493269927,0.0009917064547205492,0.0050569163,0.4112786449326993,2.364547205492215e-07,0.004065446270405055,False,False,False,False
1,3.8,0.00099095,0.405019656629273,0.000990961330220906,0.0021014276,0.404028706629273,1.1330220906023009e-08,0.0011104776426285505,False,False,False,False
1,4.0,0.00099039,0.38243567454710536,0.0009902643223594569,0.0021014276,0.38144528454710536,1.25677640543196e-07,0.0011110376426285505,False,False,False,False
1,4.2,0.00098981,0.35904017497123597,0.0009894767353597635,0.0019377343,0.358050364971236,3.3326464023652157e-07,0.00094792431237787,False,False,False,False
1,4.4,0.00098922,0.3448890119208041,0.0009888350314512125,0.0019377343,0.3438997919208041,3.849685487875877e-07,0.00094851431237787,False,False,False,False
1,4.6,0.00098863,0.3478443657986876,0.0009882962277205265,0.0019377343,0.3468557357986876,3.337722794735914e-07,0.00094910431237787,False,False,False,False
1,4.8,0.00098806,0.3567612709657233,0.000987936795418665,0.0019377343,0.3557732109657233,1.2320458133503916e-07,0.0009496743123778701,False,False,False,False
1,5.0,0.00098753,0.36845297728511284,0.000987469209880652,0.0019377343,0.3674654472851128,6.079011934784738e-08,0.0009502043123778702,False,False,False,False
1,5.2,0.00098702,0.37095723319271734,0.0009870684986313736,0.0021014276,0.36997021319271733,4.849863137370951e-08,0.0011144076426285506,False,False,False,False
1,5.4,0.00098651,0.3538233911783486,0.0009866753803785616,0.0021014276,0.3528368811783486,1.653803785616522e-07,0.0011149176426285506,False,False,False,False
1,5.6,0.00098597,0.3208571492365646,0.000986078503585424,0.0021014276,0.3198711792365646,1.0850358542397777e-07,0.0011154576426285505,False,False,False,False
1,5.8,0.0009854,0.28488804448810967,0.0009853807489259782,0.0021014276,0.28390264448810965,1.9251074021790077e-08,0.0011160276426285505,False,False,False,False
1,6.0,0.00098481,0.26024624373904537,0.0009851059984478877,0.0021014276,0.25926143373904537,2.959984478877187e-07,0.0011166176426285505,False,False,False,False
1,6.2,0.00098423,0.24927650117987987,0.0009845987726725602,0.0021014276,0.24829227117987987,3.687726725602053e-07,0.0011171976426285505,False,False,False,False
1,6.4,0.00098366,0.25148841195518834,0.0009839791694654359,0.0021014276,0.25050475195518834,3.1916946543596864e-07,0.0011177676426285506,False,False,False,False
